EURONEXT/RSWL,Renishaw (RSWL)
EURONEXT/ALRLX,Relaxnews (ALRLX)
EURONEXT/BIL,Rentabiliweb (BIL)
EURONEXT/RTOL,Rentokil Initial (RTOL)
EURONEXT/IAGL,Intl Airlines Grp (IAGL)
EURONEXT/ALINS,Intrasense (ALINS)
EURONEXT/SIPH,Intle Plant Heveas (SIPH)
EURONEXT/INVER,Inverko (INVER)
EURONEXT/MLIPY,Ipernity Org (MLIPY)
EURONEXT/DP,Irdnordpasdecalais (DP)
EURONEXT/RXL,Rexel (RXL)
EURONEXT/RET,Retail Estates (RET)
EURONEXT/RHJI,Rhj International (RHJI)
EURONEXT/ALRIC,Richel Group (ALRIC)
EURONEXT/ALISC,Iscool Entertain (ALISC)
EURONEXT/RTNL,Restaurant Grp (RTNL)
EURONEXT/RMVL,Rightmove Plc (RMVL)
EURONEXT/ITL,It Link (ITL)
EURONEXT/ITM,Italcementi (ITM)
EURONEXT/ITEL,Ite Group (ITEL)
EURONEXT/RICOP,Ricoh (RICOP)
EURONEXT/RIOL,Rio Tinto (RIOL)
EURONEXT/ITBSR,Its Group Bsar (ITBSR)
EURONEXT/ALIVA,Ivalis (ALIVA)
EURONEXT/RBT,Robertet (RBT)
EURONEXT/CBR,Robertet Cdv 87 (CBR)
EURONEXT/MLJAN,Jane France (MLJAN)
EURONEXT/DECNV,Jc Decaux Sa Nv18 (DECNV)
EURONEXT/DEC,Jc Decaux Sa (DEC)
EURONEXT/JAZE,Jazztel (JAZE)
EURONEXT/JKXL,Jkx Oil & Gas (JKXL)
EURONEXT/JLIFL,John Laing Infrast (JLIFL)
EURONEXT/CBE,Robertet Ci (CBE)
EURONEXT/ROD,Rodriguez Group (ROD)
EURONEXT/ROCA,Rocamat (ROCA)
EURONEXT/WROOD,Roodmicrotecwar (WROOD)
EURONEXT/JMGL,Jpmorgan Emer Mkts (JMGL)
EURONEXT/ROLP,Rolinco (ROLP)
EURONEXT/ROGZ,Roche Holding Bj (ROGZ)
EURONEXT/JESCL,Jpmorgan Eur Fldgl (JESCL)
EURONEXT/ALRGR,Rougier S A (ALRGR)
EURONEXT/RDSBL,Royal Dutch Shel B (RDSBL)
EURONEXT/RDSB,Royal Dutch Shellb (RDSB)
EURONEXT/SDFD,K+s Ag Nom (SDFD)
EURONEXT/RBS,Roy Bk Of Scotland (RBS)
EURONEXT/JUPL,Jupiter Fund Manag (JUPL)
EURONEXT/KAZL,Kazakhmys Plc (KAZL)
EURONEXT/KARD,Kardan (KARD)
EURONEXT/KBCA,Kbc Ancora (KBCA)
EURONEXT/KD8D,Kabel Deutschland (KD8D)
EURONEXT/KA,Kas Bank (KA)
EURONEXT/KRA1VH,Kemira Oyj (KRA1VH)
EURONEXT/KENDR,Kendrion (KENDR)
EURONEXT/KBC,Kbc (KBC)
EURONEXT/KMRL,Kenmare Resources (KMRL)
EURONEXT/RSAL,Rsa Insurance Gr (RSAL)
EURONEXT/RTL,Rtl Group (RTL)
EURONEXT/RPCL,Rpc Group (RPCL)
EURONEXT/SCOP,Sdc Inv -pref (SCOP)
EURONEXT/KIN,Kinepolis Group (KIN)
EURONEXT/SAF,Safran (SAF)
EURONEXT/SYVE,Sacyr Sa (SYVE)
EURONEXT/KEYW,Keyware Tech (KEYW)
EURONEXT/SABL,Sabmiller (SABL)
EURONEXT/KRXI,Kingspan Group Plc (KRXI)
EURONEXT/KGFL,Kingfisher (KGFL)
EURONEXT/SBRYL,Sainsbury(j) (SBRYL)
EURONEXT/SAFT,Saft (SAFT)
EURONEXT/KU2D,Kuka (KU2D)
EURONEXT/SPMM,Saipem (SPMM)
EURONEXT/SANDS,Santads17(10p1) (SANDS)
EURONEXT/SAMS,Samse (SAMS)
EURONEXT/SAPD,Sap (SAPD)
EURONEXT/DIM,Sartorius Sted Bio (DIM)
EURONEXT/LACR,Lacroix Sa (LACR)
EURONEXT/LFVE,La Fonciere Verte (LFVE)
EURONEXT/MLSBT,Sbt (MLSBT)
EURONEXT/LADL,Ladbrokes (LADL)
EURONEXT/LAF,Lafuma (LAF)
EURONEXT/MMB,Lagardere S C A (MMB)
EURONEXT/MLCMI,Scemi (MLCMI)
EURONEXT/LRM,Landi Renzo (LRM)
EURONEXT/LG,Lafarge (LG)
EURONEXT/LVIDE,Lavide Holding (LVIDE)
EURONEXT/SLB,Schlumberger (SLB)
EURONEXT/LAN,Lanson-bcc (LAN)
EURONEXT/LPE,Laurent-perrier (LPE)
EURONEXT/SCHO,Schibsted (SCHO)
EURONEXT/LOUP,Ldc (LOUP)
EURONEXT/SDRCL,Schroders Non Vtg (SDRCL)
EURONEXT/SCHP,Seche Environnem (SCHP)
EURONEXT/LDL,Groupe Ldlc (LDL)
EURONEXT/SCINL,Scottish Inv Trust (SCINL)
EURONEXT/SCDV,Securidev (SCDV)
EURONEXT/MLLEA,Leaderlease (MLLEA)
EURONEXT/MLSEC,Securinfor (MLSEC)
EURONEXT/LEAS,Leasinvest (LEAS)
EURONEXT/LGENL,Legal&general Grp (LGENL)
EURONEXT/ALGOW,Lets Gowex (ALGOW)
EURONEXT/LEX,Lexibook Linguist (LEX)
EURONEXT/LIND,Linde (LIND)
EURONEXT/SEMV,Semperit (SEMV)
EURONEXT/ALSER,Serma Group (ALSER)
EURONEXT/SEQ,Sequana (SEQ)
EURONEXT/LIN,Linedata Services (LIN)
EURONEXT/SVTL,Severn Trent (SVTL)
EURONEXT/STTL,Settlements (STTL)
EURONEXT/FII,Lisi (FII)
EURONEXT/LD,Locindus (LD)
EURONEXT/SISM,Sias (SISM)
EURONEXT/LONNZ,Lonza Group N (LONNZ)
EURONEXT/ALSIC,Sical (ALSIC)
EURONEXT/LPBSR,Login P Bsar Jun17 (LPBSR)
EURONEXT/LOGBS,Logic Inst Bsar (LOGBS)
EURONEXT/GIRO,Signaux Girod (GIRO)
EURONEXT/SHIL,Sig (SHIL)
EURONEXT/MLLSK,Lsk (MLLSK)
EURONEXT/SII,Sii (SII)
EURONEXT/SIED,Siemens (SIED)
EURONEXT/MLARI,Silkan Rt (MLARI)
EURONEXT/MLMAT,Simat (MLMAT)
EURONEXT/MC,Lvmh (MC)
EURONEXT/LOTB,Lotus Bakeries (LOTB)
EURONEXT/SIOE,Sioen (SIOE)
EURONEXT/SKABS,Skanska B (SKABS)
EURONEXT/SKFBS,Skf B (SKFBS)
EURONEXT/MCNV,Lvmh Nv18 (MCNV)
EURONEXT/SKYDD,Sky Deutschland (SKYDD)
EURONEXT/MRM,M R M (MRM)
EURONEXT/MLMAN,Mandriva (MLMAN)
EURONEXT/SMLBS,Smalto Bsa (SMLBS)
EURONEXT/SNL,Smith & Nephew (SNL)
EURONEXT/SLIGR,Sligro Food Group (SLIGR)
EURONEXT/SMINL,Smiths Group (SMINL)
EURONEXT/MFC,Maisons France (MFC)
EURONEXT/MAND,Man (MAND)
EURONEXT/SK3I,Smurfit Kappa Grp (SK3I)
EURONEXT/MARC,Marcel Thiry Cert (MARC)
EURONEXT/MKSL,Marks & Spenc Grp (MKSL)
EURONEXT/MARSL,Marston-s (MARSL)
EURONEXT/SFCA,Soc Franc Casinos (SFCA)
EURONEXT/MAR,Martifer (MAR)
EURONEXT/SIAL,Soco Intl Plc (SIAL)
EURONEXT/SEC,Soditech (SEC)
EURONEXT/SFT,Soft Computing (SFT)
EURONEXT/SFBS,Sofibus Patrimoine (SFBS)
EURONEXT/ALMAS,Mastrad (ALMAS)
EURONEXT/SOG,Sogeclair (SOG)
EURONEXT/MKEA,Mauna Kea Tech (MKEA)
EURONEXT/MAUBS,Maureletprombs (MAUBS)
EURONEXT/ALMDW,Mdw (ALMDW)
EURONEXT/MLSOL,Solia (MLSOL)
EURONEXT/MEDB3,Medasys Bs3 (MEDB3)
EURONEXT/EDI,Media 6 (EDI)
EURONEXT/LCO,Solucom (LCO)
EURONEXT/MCP,Media Capital (MCP)
EURONEXT/ALMDT,Mediantechnologies (ALMDT)
EURONEXT/ALS30,Solutions 30 Se (ALS30)
EURONEXT/SOLV,Solvac Nom(retail) (SOLV)
EURONEXT/ALOLV,Solving Efeso Intl (ALOLV)
EURONEXT/MSM,Mediaset (MSM)
EURONEXT/MDCA,Medica (MDCA)
EURONEXT/SON,Sonae (SON)
EURONEXT/SO,Somfy Sa (SO)
EURONEXT/MLMCE,Mediocredito Europ (MLMCE)
EURONEXT/SNC,Sonaecom Sgps (SNC)
EURONEXT/MELE,Melexis (MELE)
EURONEXT/SPGAP,Sopragol (SPGAP)
EURONEXT/SOURC,Source Group (SOURC)
EURONEXT/MLSRP,Speed Rabbit Pizza (MLSRP)
EURONEXT/ALSGD,Spineguard (ALSGD)
EURONEXT/MGGTL,Meggitt (MGGTL)
EURONEXT/SPI,Spir Communication (SPI)
EURONEXT/SONC,Sonae Capital (SONC)
EURONEXT/MRCHL,Merchants Trust (MRCHL)
EURONEXT/MRN,Mersen (MRN)
EURONEXT/MRK,Merck And Co Inc (MRK)
EURONEXT/SPTL,Spirent Comm (SPTL)
EURONEXT/MLETA,Metalliance (MLETA)
EURONEXT/MLNV,Michelin Nv18 (MLNV)
EURONEXT/ALSPO,Sporever (ALSPO)
EURONEXT/MUN,Micropole (MUN)
EURONEXT/STJL,St James-s Place (STJL)
EURONEXT/MLEXX,Ste Fr Em Chemical (MLEXX)
EURONEXT/SGCL,Stagecoach Group (SGCL)
EURONEXT/MLSP,Stade Phoceen (MLSP)
EURONEXT/LAX,Stelax Industries (LAX)
EURONEXT/STNT,Stentys (STNT)
EURONEXT/MSF,Microsoft Corp Spl (MSF)
EURONEXT/MLNMA,Miguet Et Associes (MLNMA)
EURONEXT/MIKO,Miko (MIKO)
EURONEXT/STRN,Stern Groep (STRN)
EURONEXT/ALMIC,Microwave Vision (ALMIC)
EURONEXT/MND,Mnd (MND)
EURONEXT/STM,Stmicroelectronics (STM)
EURONEXT/ALINN,Millet Innovation (ALINN)
EURONEXT/MICS,Millicom Intl Sdb (MICS)
EURONEXT/ALSAS,Stradim Espac Fin (ALSAS)
EURONEXT/STBO,Storebrand Asa (STBO)
EURONEXT/MABL,Mitchells & Butler (MABL)
EURONEXT/ALMNG,Madvertise (ALMNG)
EURONEXT/ALMFL,Monceau Fleurs (ALMFL)
EURONEXT/MOBB,Mobistar (MOBB)
EURONEXT/STOBL,Stobart Group Limi (STOBL)
EURONEXT/MONC,Moncey (fin ) Nom (MONC)
EURONEXT/SEV,Suez (SEV)
EURONEXT/SONI,Sonae Ind Sgps (SONI)
EURONEXT/SLHNZ,Swiss Life Holding (SLHNZ)
EURONEXT/MONYL,Moneysupermkt Com (MONYL)
EURONEXT/SRENZ,Swiss Re Nom (SRENZ)
EURONEXT/SCMNZ,Swisscom N (SCMNZ)
EURONEXT/MLMON,Monfinancier (MLMON)
EURONEXT/SWP,Sword Group (SWP)
EURONEXT/MPIO,Montepio (MPIO)
EURONEXT/MOPF,Mopoli Fond (MOPF)
EURONEXT/SYDBC,Sydbank (SYDBC)
EURONEXT/MGNSL,Morgan Sindall Gp (MGNSL)
EURONEXT/EGL,Mota Engil (EGL)
EURONEXT/SDG,Synergie (SDG)
EURONEXT/ALMOU,Moulinvest (ALMOU)
EURONEXT/SAR,Systar (SAR)
EURONEXT/MPI,Mpi (MPI)
EURONEXT/TLV1VH,Talvivaara Mining (TLV1VH)
EURONEXT/MRBBS,Mrbricolagebsaar14 (MRBBS)
EURONEXT/TWL,Taylor Wimpey (TWL)
EURONEXT/MTXD,Mtu Aero Engines (MTXD)
EURONEXT/TDCC,Tdc (TDCC)
EURONEXT/TEAM,Team Kalorik (TEAM)
EURONEXT/MTY,Mty Holdings Nv (MTY)
EURONEXT/MUTL,Murray Income Tst (MUTL)
EURONEXT/MYIL,Murray Internation (MYIL)
EURONEXT/ALTEC,Techniline (ALTEC)
EURONEXT/NRX,Naturex (NRX)
EURONEXT/NEXL,National Exp Grp (NEXL)
EURONEXT/GREV,Musee Grevin (GREV)
EURONEXT/TNFN,Technofan (TNFN)
EURONEXT/NGL,National Grid (NGL)
EURONEXT/MLTEK,Technoflex (MLTEK)
EURONEXT/NEDSE,Mkb Nedsense (NEDSE)
EURONEXT/MLNEO,Neocom Multimedia (MLNEO)
EURONEXT/TITRM,Telecom Italia Rsp (TITRM)
EURONEXT/NEO,Neopost (NEO)
EURONEXT/MLTED,Telecom Design (MLTED)
EURONEXT/TMG,Telegraaf Media Gr (TMG)
EURONEXT/TIT,Telecom Italia Spa (TIT)
EURONEXT/ALNEO,Neotion (ALNEO)
EURONEXT/ALNEV,Neovacs (ALNEV)
EURONEXT/MLNES,Nessya (MLNES)
EURONEXT/ALNBT,Netbooster (ALNBT)
EURONEXT/TNET,Telenet Group (TNET)
EURONEXT/NRO,Neurones (NRO)
EURONEXT/RCF,Teleperformance (RCF)
EURONEXT/NEWAY,Neways Electronics (NEWAY)
EURONEXT/NSE,New Sources Energy (NSE)
EURONEXT/MLNEI,Newsinvest (MLNEI)
EURONEXT/TLSNS,Teliasonera (TLSNS)
EURONEXT/NEWT,Newtree (NEWT)
EURONEXT/TESB,Tessenderlo (TESB)
EURONEXT/ALNXT,Nextedia (ALNXT)
EURONEXT/TEMNZ,Temenos Group N (TEMNZ)
EURONEXT/KTC,Ten Cate (KTC)
EURONEXT/HO,Thales (HO)
EURONEXT/TSCOL,Tesco (TSCOL)
EURONEXT/THEB,Abo Group (THEB)
EURONEXT/NOBNZ,Nobel Biocare Hold (NOBNZ)
EURONEXT/NKTC,Nkt Holding (NKTC)
EURONEXT/NOKA,Nokia (NOKA)
EURONEXT/GND,Norbert Dentress (GND)
EURONEXT/ALNOV,Novacyt (ALNOV)
EURONEXT/TEO,Theolia (TEO)
EURONEXT/NOVNZ,Novartis N (NOVNZ)
EURONEXT/NOVOBC,Novo Nordisk B (NOVOBC)
EURONEXT/NRG,Nrj Group (NRG)
EURONEXT/TBIRD,Thunderbird (TBIRD)
EURONEXT/TKAD,Thyssenkrupp (TKAD)
EURONEXT/THEP,Thermador Groupe (THEP)
EURONEXT/TWEKA,Tkh Group (TWEKA)
EURONEXT/TNTE,Tnt Express (TNTE)
EURONEXT/TIE,Tie Kinetix (TIE)
EURONEXT/TOM2,Tomtom (TOM2)
EURONEXT/TONN,Tonna Electronique (TONN)
EURONEXT/NUM,Numericable-sfr (NUM)
EURONEXT/ALTLX,Toolux Sanding (ALTLX)
EURONEXT/ALOBR,Ober (ALOBR)
EURONEXT/OCI,Oci (OCI)
EURONEXT/OCDOL,Ocado Group (OCDOL)
EURONEXT/ALOCT,Octo Technology (ALOCT)
EURONEXT/OCPET,Occidental Petrol (OCPET)
EURONEXT/OLG,Ol Groupe (OLG)
EURONEXT/OPHRL,Ophir Energy Plc (OPHRL)
EURONEXT/MLOPT,Optimus (MLOPT)
EURONEXT/OPTI,Option (OPTI)
EURONEXT/EC,Total Gabon (EC)
EURONEXT/TOUBR,Touaxbsar0316 (TOUBR)
EURONEXT/TOUP,Touax (TOUP)
EURONEXT/TOU,Toupargel Groupe (TOU)
EURONEXT/MLTRA,Tramways De Rouen (MLTRA)
EURONEXT/TRYL,Tr Prop Invest Tst (TRYL)
EURONEXT/ORANW,Oranjewoud A (ORANW)
EURONEXT/ORAP,Orapi (ORAP)
EURONEXT/TNG,Transgene (TNG)
EURONEXT/ORC,Orco Property Grp (ORC)
EURONEXT/MLTMT,Treasure Mine (MLTMT)
EURONEXT/RIGNZ,Transocean (RIGNZ)
EURONEXT/ORDI,Ordina (ORDI)
EURONEXT/ORP,Orpea (ORP)
EURONEXT/ORPBS,Orpeabsaaraug2015 (ORPBS)
EURONEXT/OVGBS,Ovgbsaar2015 (OVGBS)
EURONEXT/OTE1VH,Outotec (OTE1VH)
EURONEXT/ALTRI,Trilogiq (ALTRI)
EURONEXT/TNIL,Trinity Mirror (TNIL)
EURONEXT/MLTRC,Trois Chenes (MLTRC)
EURONEXT/TLPRL,Tullett Prebon (TLPRL)
EURONEXT/TUB,Tubize-fin (TUB)
EURONEXT/ALTXC,Txcom (ALTXC)
EURONEXT/UDIS,U10 (UDIS)
EURONEXT/UBSNZ,Ubs N (UBSNZ)
EURONEXT/PICL,Pace (PICL)
EURONEXT/PALV,Palfinger (PALV)
EURONEXT/PNDORC,Pandora Ab (PNDORC)
EURONEXT/PWTNZ,Panalpina (PWTNZ)
EURONEXT/MLPFX,Parfex (MLPFX)
EURONEXT/PARGZ,Pargesa Holding (PARGZ)
EURONEXT/ALUCR,Ucar (ALUCR)
EURONEXT/PLTM,Parmalat (PLTM)
EURONEXT/UCB,Ucb (UCB)
EURONEXT/ULDV,Ulric De Varens (ULDV)
EURONEXT/PGHNZ,Partners Gp Hldg N (PGHNZ)
EURONEXT/UNCP6,Unilever 6% (UNCP6)
EURONEXT/UNCP7,Unilever 7% (UNCP7)
EURONEXT/ALUMS,Umanis (ALUMS)
EURONEXT/UNIA,Unilever Os (UNIA)
EURONEXT/UNA,Unilever Dr (UNA)
EURONEXT/ULVRL,Unilever Plc (ULVRL)
EURONEXT/UFF,Union Fin France (UFF)
EURONEXT/PERR,Perrier (gerard) (PERR)
EURONEXT/PSNL,Persimmon (PSNL)
EURONEXT/PGSO,Petroleum Geo Svcs (PGSO)
EURONEXT/FPG,Union Tech Infor (FPG)
EURONEXT/UNIM,Unipol (UNIM)
EURONEXT/UNM,Univers Multimedia (UNM)
EURONEXT/PFEBC,Pfizer Cert (PFEBC)
EURONEXT/POGL,Petropavlovsk Plc (POGL)
EURONEXT/PM,Philip Morris Intl (PM)
EURONEXT/VLA,Valneva (VLA)
EURONEXT/PSONL,Pearson (PSONL)
EURONEXT/USG,Usg People (USG)
EURONEXT/PHNXL,Phoenix Group Hold (PHNXL)
EURONEXT/VAF,Vaa Vista Alegre (VAF)
EURONEXT/PHIA,Philips Kon (PHIA)
EURONEXT/VAC,Pierre Vacances (VAC)
EURONEXT/ALPDX,Piscines Desjoyaux (ALPDX)
EURONEXT/VLAP,Valneva Pref (VLAP)
EURONEXT/MLPLA,Planet Fr (MLPLA)
EURONEXT/VAFK,Vaa-v Alegre-fusao (VAFK)
EURONEXT/VASTN,Vastned (VASTN)
EURONEXT/VECL,Vectura Group (VECL)
EURONEXT/VEDL,Vedanta Resources (VEDL)
EURONEXT/VWSC,Vestas Wind System (VWSC)
EURONEXT/MLVER,Verney Carron (MLVER)
EURONEXT/POM,Plastic Omnium (POM)
EURONEXT/PNL,Postnl (PNL)
EURONEXT/PORF,Porceleyne Fles (PORF)
EURONEXT/PTI,Portucel (PTI)
EURONEXT/MLVES,Vestasia Limited (MLVES)
EURONEXT/ALVER,Vergnet (ALVER)
EURONEXT/PRAD,Praktiker Ag (PRAD)
EURONEXT/PMOL,Premier Oil (PMOL)
EURONEXT/ALVXM,Vexim (ALVXM)
EURONEXT/VCT,Vicat (VCT)
EURONEXT/RIN,Vilmorin & Cie (RIN)
EURONEXT/VCTL,Victrex (VCTL)
EURONEXT/DGNV,Vinci Nv18 (DGNV)
EURONEXT/PVL,Plast Val Loire (PVL)
EURONEXT/DG,Vinci (DG)
EURONEXT/PRBS1,Prolog Bsaar20 (PRBS1)
EURONEXT/SDT,Visiodent (SDT)
EURONEXT/PROL,Prologue (PROL)
EURONEXT/MLPRI,Prop Immeubles (MLPRI)
EURONEXT/PFGL,Provident Financia (PFGL)
EURONEXT/VIT,Vision It (VIT)
EURONEXT/VIV,Vivendi (VIV)
EURONEXT/PSB,Psb Industries (PSB)
EURONEXT/VMMA,Vm Materiaux (VMMA)
EURONEXT/PRYM,Prysmian (PRYM)
EURONEXT/PUS,Public Systeme Hop (PUS)
EURONEXT/VWA,Volkswagen (VWA)
EURONEXT/PUBBS,Publicis Bsa (PUBBS)
EURONEXT/VTA,Volta Finance (VTA)
EURONEXT/PZCL,Pz Cussons (PZCL)
EURONEXT/VOW3D,Volkswagen Vorz (VOW3D)
EURONEXT/VLV,Volvo B (VLV)
EURONEXT/ALVDM,Voyageurs Du Monde (ALVDM)
EURONEXT/VOSD,Vossloh (VOSD)
EURONEXT/WEB,Warehouses (WEB)
EURONEXT/QUA,Quantel (QUA)
EURONEXT/QRF,Qrf (QRF)
EURONEXT/WSO,Watsco (WSO)
EURONEXT/QGCNR,Quantum Genom Nr (QGCNR)
EURONEXT/WDP,Wdp (WDP)
EURONEXT/RLBRA,Radialbsara18jul14 (RLBRA)
EURONEXT/QFG,Questfor Gr-pricaf (QFG)
EURONEXT/RNKL,Rank Group (RNKL)
EURONEXT/RAND,Randstad Nv (RAND)
EURONEXT/RAL,Rallye (RAL)
EURONEXT/ALWED,Wedia (ALWED)
EURONEXT/ALWEB,Weborama (ALWEB)
EURONEXT/WEIRL,Weir Group (WEIRL)
EURONEXT/RATL,Rathbone Brothers (RATL)
EURONEXT/RAAD,Rational N (RAAD)
EURONEXT/RBST5,Rbs Cap Fund Tr V (RBST5)
EURONEXT/RBST7,Rbs Cap Fund Trvii (RBST7)
EURONEXT/MLWEY,Weya (MLWEY)
EURONEXT/SMWHL,Wh Smith (SMWHL)
EURONEXT/REC,Recticel (REC)
EURONEXT/WMHL,William Hill (WMHL)
EURONEXT/RBL,Reckitt Benckiser (RBL)
EURONEXT/RGUL,Regus (RGUL)
EURONEXT/WTANL,Witan Investment (WTANL)
EURONEXT/REN,Relx (REN)
EURONEXT/RCO,Remy Cointreau (RCO)
EURONEXT/WOLS,Wol Shopping Cert (WOLS)
EURONEXT/REI,Reibel (REI)
EURONEXT/MLWOO,Woogroup (MLWOO)
EURONEXT/XCHL,Xchanging (XCHL)
EURONEXT/XEI,Xeikon (XEI)
EURONEXT/XIL,Xilam Animation (XIL)
EURONEXT/YATRA,Yatra (YATRA)
EURONEXT/REPE,Repsol (REPE)
EURONEXT/MAGIS,Ymagis (MAGIS)
EURONEXT/MLZAM,Zccm (MLZAM)
EURONEXT/ZIGGO,Ziggo (ZIGGO)
EURONEXT/MLREX,Rexan (MLREX)
EURONEXT/ZC,Zodiac Aerospace (ZC)
EURONEXT/RSLL,Resolution (RSLL)
EURONEXT/ZIF,Zublin Immobiliere (ZIF)
EURONEXT/RHKD,Rhoen Klinikum (RHKD)
EURONEXT/RIB,Riber (RIB)
EURONEXT/RES,Resilux (RES)
EURONEXT/RHMD,Rheinmetall (RHMD)
EURONEXT/RIOS,Rio Tinto Cert (RIOS)
EURONEXT/RSC,Risc Group (RSC)
EURONEXT/ROBP,Robeco (ROBP)
EURONEXT/ALROC,Roctool (ALROC)
EURONEXT/ROOD,Roodmicrotec (ROOD)
EURONEXT/RORP,Rorento Class Dh E (RORP)
EURONEXT/RRL,Rolls-royce Hldg (RRL)
EURONEXT/ENGB,Rosier (ENGB)
EURONEXT/ROTO,Roto Smeets Group (ROTO)
EURONEXT/RORL,Rotork (RORL)
EURONEXT/ROU,Roularta (ROU)
EURONEXT/MLROU,Rousselet Centrif (MLROU)
EURONEXT/IM,Royal Imtech (IM)
EURONEXT/RDSA,Royal Dutch Shella (RDSA)
EURONEXT/ALRRE,Royal Reesink (ALRRE)
EURONEXT/RWED,Rwe (RWED)
EURONEXT/RUI,Rubis (RUI)
EURONEXT/RWE3D,Rwe Vz (RWE3D)
EURONEXT/SCOAE,Sdc Inv (SCOAE)
EURONEXT/SK,S E B (SK)
EURONEXT/SVA,Sag Gest (SVA)
EURONEXT/SFERM,Salvatore Ferragam (SFERM)
EURONEXT/SGONV,St Gobain Nv18 (SGONV)
EURONEXT/SGO,Saint Gobain (SGO)
EURONEXT/SMDRL,Salamander Energy (SMDRL)
EURONEXT/SY,Salvepar (SY)
EURONEXT/SAN,Sanofi (SAN)
EURONEXT/SAP,Sapec (SAP)
EURONEXT/SVSL,Savills (SVSL)
EURONEXT/SBMO,Sbm Offshore (SBMO)
EURONEXT/CBSM,Scbsm (CBSM)
EURONEXT/SCDU,Schaeffer Dufour (SCDU)
EURONEXT/SCHD,Scheerd V Kerchove (SCHD)
EURONEXT/SANNV,Sanofi Nv18 (SANNV)
EURONEXT/SUNV,Schneider Nv18 (SUNV)
EURONEXT/SU,Schneider Electric (SU)
EURONEXT/MLSCH,Schobrunn Paris (MLSCH)
EURONEXT/SBOV,Schoeller-bleckman (SBOV)
EURONEXT/SCR,Scor Se (SCR)
EURONEXT/PGM,Seat Pagine Gialle (PGM)
EURONEXT/SGROL,Segro (SGROL)
EURONEXT/SNRL,Senior (SNRL)
EURONEXT/SLCO,Selcodis (SLCO)
EURONEXT/SELER,Selectirente (SELER)
EURONEXT/SESG,Ses (SESG)
EURONEXT/SEM,Semapa (SEM)
EURONEXT/SER,Care Property Inv (SER)
EURONEXT/SGLD,Sgl Carbon Se (SGLD)
EURONEXT/SHBL,Shaftesbury Plc (SHBL)
EURONEXT/SKSL,Shanks Group (SKSL)
EURONEXT/SHBAS,Shb A (SHBAS)
EURONEXT/SICV,Sica Invest (SICV)
EURONEXT/SHPL,Shire (SHPL)
EURONEXT/SIA,Siemens (SIA)
EURONEXT/ALBFR,Sidetrade (ALBFR)
EURONEXT/IMMP,Siic De Paris Nom (IMMP)
EURONEXT/MLSIL,Silc (MLSIL)
EURONEXT/SIKZ,Sika (SIKZ)
EURONEXT/MLSIM,Simo International (MLSIM)
EURONEXT/SIMAC,Simac Techniek (SIMAC)
EURONEXT/ALSIP,Si Participations (ALSIP)
EURONEXT/SIP,Sipef (SIP)
EURONEXT/MLSML,Smalto (MLSML)
EURONEXT/SMAR,Smartphoto Group (SMAR)
EURONEXT/SMDSL,Smith (ds) Plc (SMDSL)
EURONEXT/SMTPC,Smtpc (SMTPC)
EURONEXT/SRGM,Snam Spa (SRGM)
EURONEXT/SNOW,Snowworld (SNOW)
EURONEXT/GLE,Societe Generale (GLE)
EURONEXT/SW,Sodexo (SW)
EURONEXT/SOF,Sofina (SOF)
EURONEXT/SOFT,Softimat (SOFT)
EURONEXT/ALSOA,Solabios (ALSOA)
EURONEXT/SOI,Soitec (SOI)
EURONEXT/SWVD,Solarworld (SWVD)
EURONEXT/LOCAL,Solocal Group (LOCAL)
EURONEXT/SOLB,Solvay (SOLB)
EURONEXT/SOONZ,Sonova Holding (SOONZ)
EURONEXT/SOP,Sopra Steria Group (SOP)
EURONEXT/SOPH,Sopheon (SOPH)
EURONEXT/SPA,Spadel (SPA)
EURONEXT/ALSPW,Spineway (ALSPW)
EURONEXT/SPRTL,Spirit Pub Company (SPRTL)
EURONEXT/SMPL,St Modwen Pty (SMPL)
EURONEXT/SAIG,St Gudule-pl Cert (SAIG)
EURONEXT/SQI,Sqli (SQI)
EURONEXT/GENP,Stallergenes (GENP)
EURONEXT/STANL,Standard Chartered (STANL)
EURONEXT/SCP,Sporting (SCP)
EURONEXT/DPT,St Dupont (DPT)
EURONEXT/STF,Stef (STF)
EURONEXT/STFBS,Stef Bsaar20jul15 (STFBS)
EURONEXT/STHRL,Sthree (STHRL)
EURONEXT/ALSTS,Sts Group (ALSTS)
EURONEXT/STMNZ,Straumann Holding (STMNZ)
EURONEXT/SUNZ,Sulzer Ag Nom (SUNZ)
EURONEXT/ALSTW,Streamwide (ALSTW)
EURONEXT/SGPL,Supergroup (SGPL)
EURONEXT/SESL,Ses Imagotag (SESL)
EURONEXT/SVP,Sv Patrimonia (SVP)
EURONEXT/SCABS,Svenska Cellulos B (SCABS)
EURONEXT/SWMAS,Swedish Match (SWMAS)
EURONEXT/SWEDAS,Swedbank A (SWEDAS)
EURONEXT/SY1D,Symrise (SY1D)
EURONEXT/RAN,Systran (RAN)
EURONEXT/SYNTL,Synthomer (SYNTL)
EURONEXT/TKTT,Tarkett (TKTT)
EURONEXT/TCH,Technicolor (TCH)
EURONEXT/TEC,Technip (TEC)
EURONEXT/MLFST,Technofirst (MLFST)
EURONEXT/TREE,Tecnicas Reunidas (TREE)
EURONEXT/TCYL,Telecity Group (TCYL)
