EURONEXT/TDSA,Teixeira Duarte (TDSA)
EURONEXT/TITM,Telecom Italia (TITM)
EURONEXT/TFA,Telefonica (TFA)
EURONEXT/TEPL,Telecom Plus (TEPL)
EURONEXT/TKAV,Telekom Austria (TKAV)
EURONEXT/TELO,Telenor (TELO)
EURONEXT/TERB,Ter Beke (TERB)
EURONEXT/TER,Terreis (TER)
EURONEXT/TFI,Tf1 (TFI)
EURONEXT/TRNM,Terna (TRNM)
EURONEXT/TFG,Tetragon Fin Grp (TFG)
EURONEXT/TENM,Tenaris (TENM)
EURONEXT/TES,Tessi (TES)
EURONEXT/TFF,Tff Group (TFF)
EURONEXT/MLTHA,Thannberger Et Cie (MLTHA)
EURONEXT/HONV,Thales Nv18 (HONV)
EURONEXT/TEXF,Texaf (TEXF)
EURONEXT/TEML,Templeton Em Mkts (TEML)
EURONEXT/ALTER,Theradiag (ALTER)
EURONEXT/THER,Thermocompact (THER)
EURONEXT/THR,Thrombogenics (THR)
EURONEXT/TVLY,Tivoly (TVLY)
EURONEXT/MLTFL,Thomas Fleurs (MLTFL)
EURONEXT/TIG,Tigenix (TIG)
EURONEXT/TIPI,Tipiak (TIPI)
EURONEXT/TISN,Tiscali (TISN)
EURONEXT/FP,Total (FP)
EURONEXT/EIFF,Tour Eiffel (EIFF)
EURONEXT/MLABO,Toutabo (MLABO)
EURONEXT/SCT,Toyota Caetano (SCT)
EURONEXT/MLTCO,Trans Consult Intl (MLTCO)
EURONEXT/TRAN,Transics Int (TRAN)
EURONEXT/TFIM,Trevi-fin Industr (TFIM)
EURONEXT/TPKL,Travis Perkins (TPKL)
EURONEXT/TRI,Trigano (TRI)
EURONEXT/MLTRS,Trsb Groupe (MLTRS)
EURONEXT/TRYGC,Tryg As (TRYGC)
EURONEXT/ALTTI,Tti (ALTTI)
EURONEXT/TTL,Tui Travel (TTL)
EURONEXT/ALTUR,Altur Invest (ALTUR)
EURONEXT/UBI,Ubisoft Entertain (UBI)
EURONEXT/ULEL,Ultra Electronics (ULEL)
EURONEXT/UKCML,Uk Commercial Pty (UKCML)
EURONEXT/UMI,Umicore (UMI)
EURONEXT/MLUMH,Uni Metalg Ht-sei (MLUMH)
EURONEXT/UCGM,Unicredit (UCGM)
EURONEXT/UL,Unibail-rodamco (UL)
EURONEXT/UNBL,Unibel (UNBL)
EURONEXT/MLUKA,Unika Groupe (MLUKA)
EURONEXT/UNIT4,Unit4 (UNIT4)
EURONEXT/UTDID,United Internet (UTDID)
EURONEXT/UNITB,Unitronics (UNITB)
EURONEXT/FR,Valeo (FR)
EURONEXT/VK,Vallourec (VK)
EURONEXT/VALUE,Value8 (VALUE)
EURONEXT/LTE,Valtech (LTE)
EURONEXT/VAN,Van De Velde (VAN)
EURONEXT/LANS,Van Lanschot (LANS)
EURONEXT/MLVAN,Vanexport (MLVAN)
EURONEXT/ALVDI,Vdi Group (ALVDI)
EURONEXT/VASTB,Vastned Retail Bel (VASTB)
EURONEXT/VIE,Veolia Environ (VIE)
EURONEXT/ALVEL,Velcan (ALVEL)
EURONEXT/VET,Vet Affaires (VET)
EURONEXT/VETO,Vetoquinol (VETO)
EURONEXT/VRNL,Verneuil Finance (VRNL)
EURONEXT/VGP,Vgp (VGP)
EURONEXT/MLVIA,Viapresse (MLVIA)
EURONEXT/VIL,Viel Et Compagnie (VIL)
EURONEXT/VIO,Viohalco (VIO)
EURONEXT/VIRP,Virbac (VIRP)
EURONEXT/VISE,Viscofan (VISE)
EURONEXT/ALVMG,Visiomed Group (ALVMG)
EURONEXT/VOEV,Voestalpine (VOEV)
EURONEXT/MLVLT,Voltalia (MLVLT)
EURONEXT/VPK,Vopak (VPK)
EURONEXT/MLVOP,Vopium (MLVOP)
EURONEXT/WCHD,Wacker Chemie (WCHD)
EURONEXT/VRAP,Vranken-pommery (VRAP)
EURONEXT/WFT,Weatherford (WFT)
EURONEXT/MF,Wendel (MF)
EURONEXT/WEHB,Wereldhave Belgium (WEHB)
EURONEXT/WHA,Wereldhave (WHA)
EURONEXT/WESB,West Shopping Cert (WESB)
EURONEXT/WES,Wessanen (WES)
EURONEXT/WESL,Westland 2004 Cert (WESL)
EURONEXT/JDWL,Wetherspoon J D (JDWL)
EURONEXT/WTBL,Whitbread (WTBL)
EURONEXT/WIEV,Wienerberger (WIEV)
EURONEXT/WIND,Wincor Nixdorf (WIND)
EURONEXT/WOLE,Wol Extens Cert (WOLE)
EURONEXT/WKL,Wolters Kluwer (WKL)
EURONEXT/MLWAN,World Art Net (MLWAN)
EURONEXT/CV,Zci Limited (CV)
EURONEXT/ZENT,Zenitel (ZENT)
EURONEXT/ZEN,Zenobe Gramme Cert (ZEN)
EURONEXT/ZTS,Zetes Industries (ZTS)
EURONEXT/ZONOP,Zon Optimus (ZONOP)
EURONEXT/ALABS,Adomos Bs (ALABS)
EURONEXT/BBV,Banco Bilbao Vizc (BBV)
EURONEXT/BVDBR,Belvedere Bsa 2006 (BVDBR)
EURONEXT/CAMB,Campine (CAMB)
EURONEXT/ADENZ,Adecco (ADENZ)
EURONEXT/ALCNP,Cnpv Solar Power (ALCNP)
EURONEXT/AML,Atmel Corp (AML)
EURONEXT/MLFCI,Financier Croi Inv (MLFCI)
EURONEXT/CCE,Coca-cola European (CCE)
EURONEXT/MLCRO,Crosslog (MLCRO)
EURONEXT/IBS,Ibersol Sgps (IBS)
EURONEXT/DPAM,Dock Petr Ambes Am (DPAM)
EURONEXT/INAP,Inapa-pref S/ Voto (INAP)
EURONEXT/ALFBA,Fashion B Air (ALFBA)
EURONEXT/MLCAC,Lombard Et Medot (MLCAC)
EURONEXT/MCLBS,Mecelec Bsa 1215 (MCLBS)
EURONEXT/MEDV,Medivision (MEDV)
EURONEXT/MLLED,Novaday (MLLED)
EURONEXT/OXI,Oxis Intl (OXI)
EURONEXT/ALIPS,Qiagen Marseille (ALIPS)
EURONEXT/KNINZ,Kuehne & Nagel (KNINZ)
EURONEXT/RED,Reditus Sgps (RED)
EURONEXT/LOUV,Louvain Neuve 1976 (LOUV)
EURONEXT/MOUR,Moury Construct (MOUR)
EURONEXT/SOA,Sodifrance (SOA)
EURONEXT/MLPAC,Pacte Novation (MLPAC)
EURONEXT/TUBAT,Tubize (attr) (TUBAT)
EURONEXT/ALMER,Sapmer (ALMER)
EURONEXT/SUCO,Sumol+compal (SUCO)
EURONEXT/UHRZ,Swatch Group (UHRZ)
EURONEXT/VALE3,Vale (VALE3)
EURONEXT/PREVA,Value8 Cum Pref (PREVA)
EURONEXT/MLVIS,Visio Nerf (MLVIS)
EURONEXT/VODL,Vodafone Group (VODL)
EURONEXT/MLAFT,Afrique Telecom (MLAFT)
EURONEXT/ANT,Antares Cert (ANT)
EURONEXT/CAMBS,Cameso Bsar17jul14 (CAMBS)
EURONEXT/CARP,Carpinienne Part (CARP)
EURONEXT/MLCFD,Ch Fer Departement (MLCFD)
EURONEXT/CIEM,Galimmo (CIEM)
EURONEXT/CIS,Cisco System Inc (CIS)
EURONEXT/BVDBS,Belvedere Bsa 2004 (BVDBS)
EURONEXT/MLDUR,Drdgold (MLDUR)
EURONEXT/GAMZ,Gam Holding (GAMZ)
EURONEXT/MLHMC,Hot Majestic Canne (MLHMC)
EURONEXT/HQL,Hq Life (HQL)
EURONEXT/STAL,Installux (STAL)
EURONEXT/LLY,Lilly And Co (LLY)
EURONEXT/MLION,Lionax (MLION)
EURONEXT/LOGNZ,Logitech Intl (LOGNZ)
EURONEXT/ALMET,Methanor (ALMET)
EURONEXT/PAY,Payton Planar (PAY)
EURONEXT/ORE,Orey Antunes Esc (ORE)
EURONEXT/MLTBM,Toqueblanchemonde (MLTBM)
EURONEXT/TEONR,Theolia Nr (TEONR)
EURONEXT/MLTAI,Trailor Actm Int (MLTAI)
EURONEXT/CVX,Chevron Cert (CVX)
EURONEXT/ALCJ,Crossject (ALCJ)
EURONEXT/ERY,Eryplast (ERY)
EURONEXT/MLERO,Euroland Corporate (MLERO)
EURONEXT/MLFIH,Industrial Holding (MLFIH)
EURONEXT/MLMFI,Condor Technolog (MLMFI)
EURONEXT/NEU,Neufcour-fin (NEU)
EURONEXT/MLNLF,Neolife (MLNLF)
EURONEXT/ALOSP,Ospreyfrank (ALOSP)
EURONEXT/OTCB,Otc (OTCB)
EURONEXT/PHAR,Pharco (PHAR)
EURONEXT/CBSBS,Scbsm Bs (CBSBS)
EURONEXT/TATEL,Tate & Lyle Plc (TATEL)
EURONEXT/TAYN,Tayninh (TAYN)
EURONEXT/TVRB,Televerbier (TVRB)
EURONEXT/FPNV,Total Nv18 (FPNV)
EURONEXT/ATONV,Atos Nv18 (ATONV)
EURONEXT/OSIBR,Ausybsaar20oct16 (OSIBR)
EURONEXT/CBDG,Cambodge Nom (CBDG)
EURONEXT/MLEAU,Eaux De Douai (MLEAU)
EURONEXT/MLEVE,Everset (MLEVE)
EURONEXT/SPEL,Fonciere Volta (SPEL)
EURONEXT/MLCLA,Groupe Claf (MLCLA)
EURONEXT/JBOG,Jacques Bogart (JBOG)
EURONEXT/MLKRI,Krief Group (MLKRI)
EURONEXT/MLMAI,Maisons D''aujourd (MLMAI)
EURONEXT/OERLZ,Oc Oerlikon Corpor (OERLZ)
EURONEXT/NOVI,Novisource (NOVI)
EURONEXT/RBST6,Rbs Cap Fund Tr Vi (RBST6)
EURONEXT/MLREW,Reworld Media (MLREW)
EURONEXT/SOFR,Sofragi (SOFR)
EURONEXT/ZURNZ,Zurich Insurance G (ZURNZ)
EURONEXT/MLAAH,Amatheon Agri (MLAAH)
EURONEXT/ASY,Assystem (ASY)
EURONEXT/BOAF,Bras Ouest Afric (BOAF)
EURONEXT/MLCOL,Collectors (MLCOL)
EURONEXT/MLDAM,Damaris (MLDAM)
EURONEXT/MLEMG,Eon Motors Group (MLEMG)
EURONEXT/FORE,Forestiere Equat (FORE)
EURONEXT/MLIML,Imalliance (MLIML)
EURONEXT/LANDL,Land Sec Grp Reit (LANDL)
EURONEXT/RXLNV,Rexel Nv (RXLNV)
EURONEXT/SAB,Sabca (SAB)
EURONEXT/ALTRA,Traqueur (ALTRA)
EURONEXT/BATSL,British Am Tobacco (BATSL)
EURONEXT/CARPD,Carrefour Pro Dev (CARPD)
EURONEXT/CSABS,Cesar Bsar (CSABS)
EURONEXT/MLVIN,Fonciere Vindi (MLVIN)
EURONEXT/MAIR,Henri Maire (MAIR)
EURONEXT/MLLOO,Look Voyag Reduct (MLLOO)
EURONEXT/SGSNZ,Sgs N (SGSNZ)
EURONEXT/TFINV,Tf1 Nv18 (TFINV)
EURONEXT/ASYBS,Assystembsaarjul15 (ASYBS)
EURONEXT/BVINV,Bureau Veritas Nv (BVINV)
EURONEXT/MLCSP,China Super Power (MLCSP)
EURONEXT/EPCP,Explos Prod Chi Pf (EPCP)
EURONEXT/MLSIC,Financiere Sicomax (MLSIC)
EURONEXT/LAGB,Lagardere Act Bro (LAGB)
EURONEXT/NANDS,Nanobiotix Ds (NANDS)
EURONEXT/OCTBS,Octo Techno Bsa (OCTBS)
EURONEXT/SUCR,Sucraf A & B (SUCR)
EURONEXT/UNI,U&i Learning (UNI)
EURONEXT/MLTRO,Troc Ile (MLTRO)
EURONEXT/ALACR,Acropolis Telecom (ALACR)
EURONEXT/ARML,Arm Holdings (ARML)
EURONEXT/BLNDL,British Land Co Re (BLNDL)
EURONEXT/MLCHE,Cheops Technology (MLCHE)
EURONEXT/ERFBS,Eurofins Bsar17 (ERFBS)
EURONEXT/MLGES,Green Energy Ge4s (MLGES)
EURONEXT/MLLEM,Lecteurs Monde (MLLEM)
EURONEXT/PRUL,Prudential (PRUL)
EURONEXT/UNCC7,Unilever Dr7cp (UNCC7)
EURONEXT/GTT,Gtt (GTT)
EURONEXT/JPMC,Morgan Chase Cert (JPMC)
EURONEXT/MLWTT,Wt (MLWTT)
EURONEXT/BSYL,B Sky B Group (BSYL)
EURONEXT/MLQUD,Novamex (MLQUD)
EURONEXT/PROBS,Prologue Bsaa (PROBS)
EURONEXT/SAMP,Sam (SAMP)
EURONEXT/MLSTR,Streit Mecanique (MLSTR)
EURONEXT/3INL,3i Infrastructure (3INL)
EURONEXT/ARLD,Aareal Bank (ARLD)
EURONEXT/MLACT,Activium Group (MLACT)
EURONEXT/ASLL,Aberforth Smlr Cos (ASLL)
EURONEXT/ABEE,Abertis Infraestr (ABEE)
EURONEXT/AMSE,Amadeus It Hold A (AMSE)
EURONEXT/ANDRV,Andritz (ANDRV)
EURONEXT/STSM,Ansaldo Sts (STSM)
EURONEXT/ALGETO,Algeta (ALGETO)
EURONEXT/MLANT,Antipodes Voyages (MLANT)
EURONEXT/AMECL,Amec Plc (AMECL)
EURONEXT/ART,Arthur (ART)
EURONEXT/GEN,Assicuraz Gen Ord (GEN)
EURONEXT/MAERBC,Ap Moeller-maer B (MAERBC)
EURONEXT/ATCOAS,Atlas Copco A (ATCOAS)
EURONEXT/AURI,Auriga Intern (AURI)
EURONEXT/BUMIL,Asia Resource Mine (BUMIL)
EURONEXT/ASSABS,Assa Abloy B (ASSABS)
EURONEXT/BST,Bac Majestic (BST)
EURONEXT/BSTNR,Bac Majestic Nr (BSTNR)
EURONEXT/NDAD,Aurubis (NDAD)
EURONEXT/SANE,Banco Santander (SANE)
EURONEXT/BSLNZ,Basilea Pharma N (BSLNZ)
EURONEXT/AZMM,Azimut Holding (AZMM)
EURONEXT/BNA,Bci Navigation (BNA)
EURONEXT/BEAM,Beam (BEAM)
EURONEXT/BGNM,Banca Generali (BGNM)
EURONEXT/BKTE,Bankinter (BKTE)
EURONEXT/BARCL,Barclays (BARCL)
EURONEXT/BHMEL,Bh Macro Ltd Eur (BHMEL)
EURONEXT/BBVAE,Bbva (BBVAE)
EURONEXT/MLBWG,Biowind Group (MLBWG)
EURONEXT/BMEE,Bme (BMEE)
EURONEXT/BOLS,Lucasbols (BOLS)
EURONEXT/BHGGL,Bh Global Ltd Gbp (BHGGL)
EURONEXT/BYGL,Big Yellow Group (BYGL)
EURONEXT/ALBBS,Bionersis Bsa (ALBBS)
EURONEXT/MLBLU,Bluelinea (MLBLU)
EURONEXT/BOEI,Boeing Company (BOEI)
EURONEXT/BGHLC,Boussard Gavaud C (BGHLC)
EURONEXT/CLDNL,Caledonia Invst (CLDNL)
EURONEXT/BSETL,British Assets Tst (BSETL)
EURONEXT/BAMA,Brookfield Asset M (BAMA)
EURONEXT/CARLBC,Carlsberg B (CARLBC)
EURONEXT/CAIV,Ca Immob Anlagen (CAIV)
EURONEXT/MLAAE,Caire (MLAAE)
EURONEXT/CNAL,Centrica (CNAL)
EURONEXT/CASTS,Castellum (CASTS)
EURONEXT/MLCHP,Christian Potier (MLCHP)
EURONEXT/CEMM,Cementir Holding (CEMM)
EURONEXT/CBGL,Close Brothers Grp (CBGL)
EURONEXT/CRINV,Chargeurs Nv (CRINV)
EURONEXT/MLCLP,Colipays (MLCLP)
EURONEXT/COMD,Comdirect Bank (COMD)
EURONEXT/MLCET,Concept Tradition (MLCET)
EURONEXT/CTYL,City Of London Inv (CTYL)
EURONEXT/MLCSV,Consult Voyages (MLCSV)
EURONEXT/MLCOI,Cogifrance (MLCOI)
EURONEXT/MLCTA,Cta Holding (MLCTA)
EURONEXT/CPA,Copam (CPA)
EURONEXT/COTT,Cottin Freres (COTT)
EURONEXT/DNORDC,D/s Norden (DNORDC)
EURONEXT/CEM,Credem (CEM)
EURONEXT/MLCRY,Cryonic Medical (MLCRY)
EURONEXT/DETNOO,Det Norske Oljesel (DETNOO)
EURONEXT/DEQD,Deutsche Euroshop (DEQD)
EURONEXT/DANSKC,Danske Bank (DANSKC)
EURONEXT/CPRM,Davide Campari (CPRM)
EURONEXT/MLDEX,Debflex (MLDEX)
EURONEXT/DMGTL,Dly Mail&gen Tst A (DMGTL)
EURONEXT/DBKD,Deutsche Bank (DBKD)
EURONEXT/LHAD,Deutsche Lufthansa (LHAD)
EURONEXT/DOML,Domino-s Pizza G (DOML)
EURONEXT/DVOL,Devro (DVOL)
EURONEXT/DIAE,Dia (DIAE)
EURONEXT/DSVC,Dsv (DSVC)
EURONEXT/DIAM,Diasorin (DIAM)
EURONEXT/DUED,Duerr (DUED)
EURONEXT/MLDYX,Dynex Energy Sa (MLDYX)
EURONEXT/ESFN,E Santo Fin Nom (ESFN)
EURONEXT/MLEAS,Easson Holding (MLEAS)
EURONEXT/EBROE,Ebro Foods (EBROE)
EURONEXT/MLEDI,Edip (MLEDI)
EURONEXT/MLEES,Ees (MLEES)
EURONEXT/MLDYN,Dynafond (MLDYN)
EURONEXT/DRXI,Elan Corp (DRXI)
EURONEXT/ELI1VH,Elisa Corporation (ELI1VH)
EURONEXT/EFML,Edinburgh Dragon (EFML)
EURONEXT/EITM,Ei Towers (EITM)
EURONEXT/ALENR,Entreprendre (ALENR)
EURONEXT/ZIL2D,Elringklinger (ZIL2D)
EURONEXT/ERGM,Erg (ERGM)
EURONEXT/ERICBS,Ericsson B (ERICBS)
EURONEXT/EBSV,Erste Group Bank (EBSV)
EURONEXT/EMD,Emd Music (EMD)
EURONEXT/ENELM,Enel (ENELM)
EURONEXT/ALEUA,Eurasia Groupe (ALEUA)
EURONEXT/ENVI,Envipco (ENVI)
EURONEXT/EXPNL,Experian (EXPNL)
EURONEXT/FEN,Fenalu (FEN)
EURONEXT/FCSSL,Fidelity China Spc (FCSSL)
EURONEXT/FOAF,Fin Ouest Africain (FOAF)
EURONEXT/FLUV,Flughafen Wien (FLUV)
EURONEXT/CAFE,Ferrocarriles (CAFE)
EURONEXT/FM,Fiat (FM)
EURONEXT/LEBL,Fonciere 7 Invest (LEBL)
EURONEXT/FEVL,Fidelity European (FEVL)
EURONEXT/FSVL,Fidelity Spec Valu (FSVL)
EURONEXT/FNCM,Finmeccanica (FNCM)
EURONEXT/FLEX,Flexos (FLEX)
EURONEXT/FLSC,Flsmidth & Co B (FLSC)
EURONEXT/FNG,Fng N V (FNG)
EURONEXT/FCCE,Fom Con Contratas (FCCE)
EURONEXT/FRAD,Fraport (FRAD)
EURONEXT/FFBE,Fonciere R-paris (FFBE)
EURONEXT/GALNZ,Galenica N (GALNZ)
EURONEXT/MLGAL,Galeo (MLGAL)
EURONEXT/MLGRD,Galloo Ile De Fce (MLGRD)
EURONEXT/GAME,Gamesa (GAME)
EURONEXT/FUM1VH,Fortum (FUM1VH)
EURONEXT/MLFTI,France Tourisme (MLFTI)
EURONEXT/GEMDL,Gem Diamonds Ltd (GEMDL)
EURONEXT/FMED,Fresenius Med Care (FMED)
EURONEXT/GEMM,Gemina (GEMM)
EURONEXT/FPE3D,Fuchs Petrolub Se (FPE3D)
EURONEXT/FINZ,Georg Fischer N (FINZ)
EURONEXT/GXID,Gerresheimer (GXID)
EURONEXT/GWI1D,Gerry Weber Intl (GWI1D)
EURONEXT/GASE,Gas Natural Sdg (GASE)
EURONEXT/GDMS,Gds Moulins Stras (GDMS)
EURONEXT/GEBNZ,Geberit N (GEBNZ)
EURONEXT/ALRAI,Geci Aviation (ALRAI)
EURONEXT/GECP,Geci Intl (GECP)
EURONEXT/GM,Generali Ass (GM)
EURONEXT/GENC,Genmab (GENC)
EURONEXT/GPORL,Great Portland Est (GPORL)
EURONEXT/GRFE,Grifols (GRFE)
EURONEXT/GJFO,Gjensidige Forsikr (GJFO)
EURONEXT/GLENL,Glencore Xstrata (GLENL)
EURONEXT/GJAJ,Groupe Jaj (GJAJ)
EURONEXT/GOGL,Go-ahead Grp (GOGL)
EURONEXT/GIBD,Gsw Immobilien (GIBD)
EURONEXT/GRIL,Grainger (GRIL)
EURONEXT/HEND,Henkel (HEND)
EURONEXT/HRIL,Herald Investment (HRIL)
EURONEXT/HEXABS,Hexagon B (HEXABS)
EURONEXT/HZV1,Hanzevast Cs 1 (HZV1)
EURONEXT/HELNZ,Helvetia Holding (HELNZ)
EURONEXT/HXL,Hexcel (HXL)
EURONEXT/HICLL,Hicl Infrastructur (HICLL)
EURONEXT/IBEE,Iberdrola (IBEE)
EURONEXT/MLHBB,Hoche Bains L Bain (MLHBB)
EURONEXT/HOLMBS,Holmen B (HOLMBS)
EURONEXT/IMIL,Imi Plc (IMIL)
EURONEXT/ICANV,Icade Nv (ICANV)
EURONEXT/MLIFC,Infoclip (MLIFC)
EURONEXT/ISATL,Inmarsat (ISATL)
EURONEXT/IFF,Iff (IFF)
EURONEXT/IMHO,Immob Hoteliere (IMHO)
EURONEXT/INTUL,Intu Properties Pl (INTUL)
EURONEXT/MUL,Index Multimedia (MUL)
EURONEXT/ITXE,Inditex (ITXE)
EURONEXT/IVGD,Ivg Immobilien (IVGD)
EURONEXT/JDL,Jd Sports Fashion (JDL)
EURONEXT/INPPL,Intl Publ Partner (INPPL)
EURONEXT/JRSL,Jpm Russian Sec (JRSL)
EURONEXT/JETGL,Jpmorgan Europ Gr (JETGL)
EURONEXT/MLIOC,Ioc Holding (MLIOC)
EURONEXT/JFJL,Jpmorgan Japnse It (JFJL)
EURONEXT/ALISA,Isa (ALISA)
EURONEXT/MLGIT,It Solutions (MLGIT)
EURONEXT/JLTL,Jar Lloyd Thomp Gp (JLTL)
EURONEXT/KEYBS,Keyrus Bsaar 2014 (KEYBS)
EURONEXT/JAML,Jpm Flem American (JAML)
EURONEXT/KCOD,Kloeckner & Co (KCOD)
EURONEXT/KNEBVH,Kone B (KNEBVH)
EURONEXT/KCR1VH,Konecranes (KCR1VH)
EURONEXT/JYSKC,Jyske Bank (JYSKC)
EURONEXT/KRZI,Kerry Group A (KRZI)
EURONEXT/KESBVH,Kesko B (KESBVH)
EURONEXT/LAML,Lamprell (LAML)
EURONEXT/LREL,Lancashire Holding (LREL)
EURONEXT/KINVBS,Kinnevik Invest B (KINVBS)
EURONEXT/PERW,La Perla World (PERW)
EURONEXT/LRDL,Laird (LRDL)
EURONEXT/LWDBL,Law Debenture Corp (LWDBL)
EURONEXT/MLLYP,Lyon Poche Presse (MLLYP)
EURONEXT/MLMAB,Mais Antoine Baud (MLMAB)
EURONEXT/MROIL,Marathon Oil Corp (MROIL)
EURONEXT/LUXM,Luxottica Group (LUXM)
EURONEXT/MLV4S,Lv4s (MLV4S)
EURONEXT/MLMII,M2i (MLMII)
EURONEXT/TL5E,Mediaset Espana Co (TL5E)
EURONEXT/MHGO,Marine Harvest (MHGO)
EURONEXT/MARRM,Marr (MARRM)
EURONEXT/MMKV,Mayr-melnhof Karto (MMKV)
EURONEXT/MMTNV,Metropole Tv Nv (MMTNV)
EURONEXT/MBM,Mediobanca (MBM)
EURONEXT/MIM,Milano Assicur (MIM)
EURONEXT/MEOD,Metro (MEOD)
EURONEXT/MLMEX,Money Express (MLMEX)
EURONEXT/MNKSL,Monks Inv Trust (MNKSL)
EURONEXT/MOP,Mopoli (MOP)
EURONEXT/MIL,Millimages (MIL)
EURONEXT/MLMP6,Mp6 (MLMP6)
EURONEXT/MTGBS,Modern Times Grp B (MTGBS)
EURONEXT/NES1VH,Neste Oil (NES1VH)
EURONEXT/MCHLL,Mouchel Group (MCHLL)
EURONEXT/MLMOV,Moviken (MLMOV)
EURONEXT/NWRL,New World Resource (NWRL)
EURONEXT/MEURV,Munchener Ruckvers (MEURV)
EURONEXT/ALNOR,Nexponor-sicafi (ALNOR)
EURONEXT/NHHE,Nh Hoteles (NHHE)
EURONEXT/NOK1VH,Nokia (NOK1VH)
EURONEXT/MLNOT,Novae Aerospace (MLNOT)
EURONEXT/NZYMBC,Novozymes B (NZYMBC)
EURONEXT/NXTL,Next (NXTL)
EURONEXT/NDA1VH,Nordea Bank Fdr (NDA1VH)
EURONEXT/NHYO,Norsk Hydro (NHYO)
EURONEXT/ALNFA,Notrefamille Com (ALNFA)
EURONEXT/POSTV,Oester Post (POSTV)
EURONEXT/MLONL,Onlineformapro (MLONL)
EURONEXT/ORCBR,Orco Bsar 2019 (ORCBR)
EURONEXT/ORNBVH,Orion B (ORNBVH)
EURONEXT/ORKO,Orkla Asa (ORKO)
EURONEXT/OROS,Orosdi (OROS)
EURONEXT/OVG,Overlap Groupe (OVG)
EURONEXT/OMVV,Omv (OMVV)
EURONEXT/PNLL,Personal Assets (PNLL)
EURONEXT/PFCL,Petrofac Limited (PFCL)
EURONEXT/MLPHX,Phenixcom (MLPHX)
EURONEXT/MLPHO,Photonike Capital (MLPHO)
EURONEXT/ALPGG,Piscines Groupe Ga (ALPGG)
EURONEXT/POH1SH,Pohjola Bank (POH1SH)
EURONEXT/PCTL,Polar Capital (PCTL)
EURONEXT/ALPRW,Prowebce (ALPRW)
EURONEXT/PSPNZ,Psp Swiss Prop N (PSPNZ)
EURONEXT/QIAD,Qiagen Nv (QIAD)
EURONEXT/REEE,Red Electrica Corp (REEE)
EURONEXT/RBIV,Raiffeisen Bank In (RBIV)
EURONEXT/RHIV,Rhi (RHIV)
EURONEXT/RTRKSH,Rautaruukki Oy K (RTRKSH)
EURONEXT/RECM,Recordati Industri (RECM)
EURONEXT/RCPL,Rit Capital Partne (RCPL)
EURONEXT/RELL,Reed Elsevier Plc (RELL)
EURONEXT/RIENZ,Rieter Holding N (RIENZ)
EURONEXT/RPSL,Rps Group (RPSL)
EURONEXT/RCLO,Ryl Caribbean Crui (RCLO)
EURONEXT/SFLM,Safilo Group (SFLM)
EURONEXT/MLSFT,Safti Groupe (MLSFT)
EURONEXT/ALWOO,Safwood (ALWOO)
EURONEXT/IPGM,Salini Impregilo S (IPGM)
EURONEXT/SZGD,Salzgitter (SZGD)
EURONEXT/RY4BI,Ryanair Holdings (RY4BI)
EURONEXT/SCB,S Clube Braga (SCB)
EURONEXT/SDRL,Schroders Ltd (SDRL)
EURONEXT/SMTL,Scottish Mortgage (SMTL)
EURONEXT/SAMASH,Sampo Cl A (SAMASH)
EURONEXT/SEBAS,Seb A (SEBAS)
EURONEXT/SAA1VH,Sanoma (SAA1VH)
EURONEXT/SECUBS,Securitas B (SECUBS)
EURONEXT/SRSM,Saras (SRSM)
EURONEXT/SCVBS,Scania B (SCVBS)
EURONEXT/SCHPZ,Schindler Holding- (SCHPZ)
EURONEXT/SDLL,Sdl (SDLL)
EURONEXT/SDRLO,Seadrill Ltd (SDRLO)
EURONEXT/SRPL,Serco Group (SRPL)
EURONEXT/SEVANO,Sevan Marine (SEVANO)
EURONEXT/SOWD,Software (SOWD)
EURONEXT/MLSLA,Sla Creation (MLSLA)
EURONEXT/MLSOC,Socrep (MLSOC)
EURONEXT/SRNM,Sorin (SRNM)
EURONEXT/SXSL,Spectris (SXSL)
EURONEXT/SPDL,Sports Direct Intl (SPDL)
EURONEXT/SAZD,Stada Arzneimittel (SAZD)
EURONEXT/SNG,Sonagi (SNG)
EURONEXT/STERVH,Stora Enso R (STERVH)
EURONEXT/STRV,Strabag (STRV)
EURONEXT/SUBCO,Subsea 7 (SUBCO)
EURONEXT/SZUD,Suedzucker (SZUD)
EURONEXT/SQINR,Sqli Nr (SQINR)
EURONEXT/SSABAS,Ssab Ab (SSABAS)
EURONEXT/SSEL,Sse Plc (SSEL)
EURONEXT/SVIL,Svg Capital (SVIL)
EURONEXT/SLL,Standard Life (SLL)
EURONEXT/STLO,Statoil (STLO)
EURONEXT/STIL,Stilfontein Gold (STIL)
EURONEXT/SYRL,Synergy Health (SYRL)
EURONEXT/MLTEA,Team (MLTEA)
EURONEXT/UHRNZ,Swatch Group N (UHRNZ)
EURONEXT/SYNNZ,Syngenta Namen (SYNNZ)
EURONEXT/TALKL,Talktalk Telecom (TALKL)
EURONEXT/MLVST,Televista (MLVST)
EURONEXT/TMPLL,Temple Bar Investm (TMPLL)
EURONEXT/TGSO,Tgs-nopec Geophysi (TGSO)
EURONEXT/TEFE,Telefonica (TEFE)
EURONEXT/MLTDS,Thermes De Saujon (MLTDS)
EURONEXT/THI,Think-media (THI)
